Keyword;Count
statistical machine learning;1
co-design methodology;2
design designs;1
legal obligations;1
value in designs;1
decoding;1
arbitrary layers;1
concept-based explanation;2
decoder architecture;1
reconstructed image;1
gateways (computer networks);1
evaluation and comparison of vision algorithm;1
medical imaging/imaging for bioinformatic/biological and cell microscopy;1
privacy and ethic in vision dataset;1
vision algorithms;1
facial feature;1
health prediction;1
healthcare industry;1
healthcare systems;1
personalized healthcare;1
interpretable artificial intelligence;4
one class-svm;1
tree-based;2
k-means clustering;2
differentiable programming;2
k-means;2
k-means++ clustering;1
neural clustering;1
parallel com- puting;1
stochastic k-mean clustering;1
stochastics;1
transparent neural network;1
anti-money laundering;1
consumer credits;1
credit risks;1
financial sectors;1
netherlands;1
semi structured interviews;1
supervisory authority;1
civil laws;1
common law;1
complex problems;2
further development;2
legal concern;2
liability;1
dna fingerprinting;1
short tandem repeat;1
forensic medicine;2
dna;5
anopheles;1
malaria;1
metaheuristics;1
health care modeling;1
prediction tasks;2
cohort studies;1
electronic health records;1
visual concept;3
visual data exploration;1
thermodynamics;1
augmented projection;1
image color analysis;1
non linear;4
point set;2
point set contour;1
adversarial machine learning;1
adversarial robustness;2
classifier decisions;3
system calls;1
anomaly validation;1
outlier explanation;2
point features;1
scoring measures;1
sequential explanation;1
sequential feature explanation;1
e-commerce applications;1
reasoning tasks;1
representation learning;1
rule;2
behavioral data;1
big five;1
personality predictions;1
psychological profiling;1
health care facility;2
psychological model;2
health facilities;2
cell population;1
classical hodgkin lymphoma;1
flow cytometry;2
school child;1
single cell analysis;1
two-dimensional imaging;1
hodgkin disease;2
context-based;1
dnn;2
image tagging;1
argumentation dialogs;1
cognitive methods;1
data-driven model;2
human use;1
construct validity;1
event logs;1
predictive process analytic;3
process analytics;3
process execution;1
process prediction;2
automatic analysis;1
end-to-end learning;1
infant engagement;1
pilot experiment;1
accuracy rate;1
credit default;1
default risk;1
recall rate;1
risk predictions;2
accuracy measures;1
automatic evaluation;1
best model;2
online judges;1
cosine metric;1
verification model;1
verification task;1
xcos;1
temperature distribution;1
temperature measuring instruments;1
thermography (temperature measurement);1
class activation map;2
classification process;3
neonate;1
statistical behavior;1
thermal images;1
age-related macular degeneration;2
conflict resolution;2
conformity assessment;1
multi-agent platforms;1
reasoning capabilities;1
age related macular degeneration;1
anonymization;1
clinical audit;1
conflict;1
medical expert;2
eye tracking;3
book search;1
driven system;1
similarity models;2
chemical analysis;2
molecules;1
reaction products;1
experimental investigations;1
false negative rate;1
hazardous chemicals;1
reactant molecules;1
reaction conditions;1
reasonable accuracy;1
assistance system;1
explicit trusts;1
implicit trusts;1
public transport;1
virtual-reality environment;1
modeling predictions;1
side effect;1
gamification;1
interactive labeling;1
linguistic phenomena;1
visual interactive labeling;1
exciting field;1
information overloads;1
intelligent hci;1
recurrent models;1
automated evaluation;4
systematic evaluation;1
corresponding state;1
model qualities;1
robust modeling;2
conversation systems;1
feature-based;2
initial phasis;1
model failure;1
web based;2
willingness to pay;1
accountability systems;1
certification standards;1
further works;1
in-depth study;1
policy level;2
social values;1
image classifier explanation;1
posthoc explanation;1
lay peoples;1
optimality;1
pertinent positive;1
image annotation;2
semantic image annotations;1
spatial knowledge;1
unlabeled data;1
granulation;1
data presentation;1
information potential;1
level of abstraction;1
linguistic modeling;1
novel applications;1
collaborative work;1
group formations;1
junior high schools;1
knowledge structures;1
learning designs;1
structure forms;1
working groups;1
event prediction;1
off-line analysis;1
real time;1
http;1
device classifications;1
naive bayes classification;1
naive bayes models;1
research results;2
security implications;1
exact representations;1
interface effect;1
research approach;1
lesion classification;3
lesion segmentations;1
non small cell lung cancer;1
segmentation accuracy;1
therapeutic treatments;1
bilateral total variations;1
data cleansing;1
high resolution;1
input dimensions;1
precision and recall;1
combinatorial approach;1
software fault localization;2
software systems;1
body weight loss;1
cross-sectional study;1
united states;3
weight loss program;1
cross-sectional studies;1
weight loss;1
software agents;1
autonomous software agents;1
dialogue protocols;1
douglas;1
contributing factor;1
glucose level;1
healthcare sectors;1
medical practitioner;2
biological process;1
contemporary models;1
least general generalization;1
ontology mapping;1
semantic reasoning;1
symbolic description;1
interactive interfaces;2
planning techniques;1
support technology;1
adaptive sampling;2
black-box explanation;1
contextual importance and utility;3
representative sample;1
sampling method;1
uniform sampling;1
weighted adaptive sampling;1
optical data processing;1
ai in healthcare;2
edge device;1
online learning;2
privacy protecting;1
student engagement;1
applications of ai;1
clinical workflow;2
problem domain;1
problem space;1
forecast models;1
time series forecasting;3
time series forecasts;1
feature space analysis;2
decision conflicts;1
monitoring architecture;1
multimodal errors;1
process sub systems;1
activation vectors;2
evaluation of decision;1
methods of analysis;1
strategic decisions;1
testing with concept activation vector;1
formal languages;3
alternative semantics;1
analogical proportions;1
bijective mapping;1
description logic;5
ontology's;4
reasoning by analogies;1
sets of features;1
customer churns;2
customer turnover;1
decision-making mechanisms;1
practical application;1
attribute importance;1
attribute ranking;1
dataset complexity;1
experimental benchmarks;1
explainable artificial intelligence - xai;1
problem models;1
machine learning classification;1
networking devices;1
to a very large;1
scene-graphs;1
semantics information;2
spatial objects;1
emotion classification;1
facial expression recognition;1
human behavior understanding;1
human machine interface;1
recognition systems;1
clinical records;1
spike neural network;1
supervised synaptic learning;1
implementation difficulties;1
pdp;2
feature changes;4
minimum subsets;3
human trafficking;1
model creation;1
online advertisements;2
regulatory compliance;2
fairness constraints;1
affective response;1
facial affect analysis;1
feature embedding;2
human facial expressions;1
interaction styles;1
computing resource;1
data clouds;1
knowledge- intensive;1
trustworthy;1
enforcement authorities;1
ethical concerns;2
face recognition technologies;1
trade secret protection;1
communication method;1
communications channels;1
game human computer interaction;1
interaction methods;1
reinforcement learning techniques;1
two way communications;1
breakings;2
game balances;1
game breaking;1
game parameters;1
micrort;1
chess;1
game-playing programs;1
human players;2
tacticals;1
ultrasonic imaging;1
adversarial perturbation;1
breast ultrasound images;1
breast ultrasound imaging;1
grad-cam;3
imaging modality;1
multitask learning;1
non-invasive imaging;1
aircraft;2
aviation;3
air traffic controller;1
integral components;1
subfields;2
systems performance;1
linear programming;1
probabilistic logics;1
intelligent behavior;1
logic inferences;1
probabilistic inference;2
probabilistic logic inference;1
connectionist models;2
inductive logic learning;1
symbolic methods;1
hierarchical;2
middle-level;2
banking industry;1
business success;1
customer churn prediction;1
customer churning;1
artificial intelligence agent;1
data centric;2
expertise;1
actionable feature;1
feature discovery;1
similarity knowledge;2
heating equipment;3
office buildings;2
scada systems;2
commercial building;1
control decisions;2
operation decisions;1
plant operators;2
residential building;2
systems operation;1
urban areas;2
concept graph;1
concept levels;1
errors correction;1
structural concept;1
input/output datum;1
probabilistics;2
system layout;1
algorithmic approach;1
alternate routes;1
explanation tool;1
explanation type;1
machine automations;1
subdomain;1
mathematical operators;1
knowledge distillation;2
knowledge representation language;1
linear operators;1
logical reasoning;2
perceptron logic;1
trepan reloaded;1
knowledge-representation;3
logic representation;1
semantic query;1
transmissions;1
inductive bias;1
prediction performance;3
underspecification;1
virus transmission;1
basic level category;1
basic xai;1
information system development;1
research agenda;2
decision task;1
human-machine symbiosis;1
task complexity;1
inverse problems;5
binary variables;1
integer variables;1
inverse combinatorial optimization;1
inverse optimization;2
optimization function;1
optimization models;1
boolean classifier;1
ceteris paribus;1
ceteris paribus logic;1
epistemic logic;2
modal language;1
modal logic;1
speech communication;1
feature attribution;10
noise conditions;1
noisy speech signals;1
time frequency;1
model checking;1
computation tree logic;1
degree of accuracy;1
formal properties;2
probabilistic computation;1
adversarial patch;1
ai security;1
interpretation model;3
pre-trained model;1
constraint programming;3
search engines;5
constraint logic programming;1
facial recognition;1
is problems;2
post-hoc explanation;3
explanatory process;1
multi-level explanation;1
multi-modal explanation;1
multilevels;1
semantic net;1
fracture;3
grading;1
high volumes;1
injury mechanisms;1
multi systems;1
object detectors;3
pelvic fractures;1
whole-body;1
normalizing flow;1
regression and classification models;1
sub-areas;1
abusive language;1
automatic detection;2
hate speech;1
network data;1
social network;3
user data;1
corrective actions;1
incident triage;1
monitoring equipment;1
monitoring system;2
case-based approach;3
case-based explanation;1
image explanation;1
model independent;1
complex software;1
guiding principles;1
boundary identification;1
model outputs;5
social context;2
cerium compounds;1
e-government;2
higher order statistics;1
house prices;1
public services;1
scotland;1
data space;1
decision models;2
model adaptation;2
static systems;2
parameterized;1
regularization strategies;1
total variation;1
artistic style transfer;1
issues and challenges;1
knowledge dissemination;1
political context;1
user engagement;1
industrial robots;2
industrial environments;1
over segmentation;1
vision capability;1
active application;1
assessment criteria;1
auxiliary modeling;1
auxiliary models;1
interactive modeling;1
visual interface;2
information quality framework;1
financial advisors;1
qualitative aspects;1
system usability;1
data centers;1
detection speed;1
high-efficiency;1
host-based intrusion detection;1
reduction method;1
incomplete data;1
uncertain datas;1
graph networks;2
human health;2
potential impacts;1
property predictions;1
structural similarity;1
attention focus;1
automated methods;1
security and reliabilities;1
validation test;1
fatal incidents;1
boundary objects;1
co-designs;2
multi-disciplinary designs;1
professional backgrounds;1
self-care;1
support design;1
through the lens;1
energy cost;1
financial costs;1
power dynamics;1
structural dissimilarities;1
boron compounds;1
sodium compounds;1
client-server environment;1
human visual system;1
level method;1
model response;1
association rule mining methods;1
rule mining algorithms;2
intuitive proof;1
lack of confidences;1
performance level;1
self-guided vehicles;1
sensitive application;1
environmental systems;1
false detections;1
game industry;1
game players;1
longitudinal control;1
action selection;1
speed limit;1
time step;1
auxiliary database;1
contextual semantics;1
image representations;1
intermediate layers;2
real-world tests;1
credit risk assessment;1
reproducibilities;2
base models;1
parameter changes;1
prediction methods;1
prediction parameters;1
start-up companies;1
surrogate approach;1
data and information;1
data preparation;1
shared understanding;1
zooming-in;1
bayesian hierarchical model;1
efficient predictions;2
generalized linear model;1
highway infrastructure;1
latent structures;1
future challenges;1
human perspectives;1
quality standard;1
security issues;1
security-aware;1
comparative analysis;1
pocket cards;1
mission critical;2
training procedures;3
graph theory;4
graph edges;1
nuclear energy;2
nuclear fuels;2
nuclear reactor accidents;1
nuclear accidents;1
severe accident;1
state variables;1
discretization method;1
numerical attributes;1
simple method;1
neural networks model;1
flexible manufacturing;1
manufacturing process;1
owl ontologies;1
production facility;1
production sequences;1
supporting skills;1
smart city;1
bottom layers;1
cognitive cities;2
daily lives;10
inconsistent information;1
layered model;1
web crawler;1
it jobs;1
job postings;1
job skills;1
text-mining;1
web crawling;1
conceptual foundations;1
dialectical argumentation;1
knowledge representation formalism;1
possible worlds;1
large data volumes;1
research models;2
construction industry;1
analytic hierarchical process;1
business contexts;1
decision making criteria;1
funds management;1
personal involvement;1
low dimensional;2
simple algorithm;1
importance sampling;2
affinity matrix;1
source codes;2
spatial attention;1
canonical models;1
counter-models;1
model transformation;1
reasoners;1
conditional autoregressive models;1
international maritime organizations;2
rapid technology development;2
resolution principle;2
rules and regulations;2
safety management systems;2
situational awareness;2
collaborative learning;1
collaborative learning process;1
computer supported collaborative learning;1
interdisciplinary work;1
multi-modal learning;1
teaching and learning;1
approximation methods;1
automatic parameter tuning;1
orders of magnitude;1
fusion classification;1
integrated evaluation;1
conversational systems;1
human model;1
number of methods;2
co-operative behaviors;1
internal state;1
learning scenarios;1
pedagogical agents;1
critical analysis;1
human-machine relationships;1
philosophical approaches;1
technical limits;1
technical specifications;1
stability;1
medical dataset;1
sampling steps;1
information dissemination;1
critical researches;1
existing systems;2
fit for purpose;1
human activities;3
individual challenges;1
information exchanges;1
linguistic data;1
managers;3
asset management company;1
fuzzy expert systems;1
inference rules;1
investment managers;1
one-class classifier;1
path-based;2
linear programming problem;1
computed tomography scan;1
model architecture;2
osteoporotic fractures;1
precise position;1
target object;1
vertebral fractures;1
aircraft detection;1
artificial heart;1
personnel testing;1
aircraft trajectory;1
aviation systems;1
subject matter experts;2
vehicle management;1
verification-and-validation;2
human perception;1
bayesian classifier;1
cnf formulas;1
categorical data;1
gold standards;1
non-trivial;1
subjective judgement;1
synthetic datasets;3
graphical user interfaces;1
interactive visualization tool;1
potential errors;1
concept analysis;1
de facto standard;1
visual feature;1
approximate reasoning;1
content determination;1
embedded information;1
predictive inferences;1
quantified statements;1
discharge letters;1
hospital information systems;1
statistical classification;1
world health organization;2
classification technique;1
clinical practice guidelines;1
coronary artery disease;1
unmanned aerial vehicles (uav);1
front end;1
javascript;1
server sides;1
simulation example;1
automated essay scoring;1
english writings;1
formative feedbacks;1
collaboration task;1
formal methods;1
lightweight formal methods;1
multi-agents models;1
social problems;1
special interest groups;1
mobile telecommunication systems;1
cellular network;1
self organizing network (son);1
theoretical computer science;1
annotation methods;1
best response;1
deliberative process;1
evaluation protocol;1
network uncertainties;1
visualization technique;1
semiotics;1
ambient intelligent systems;1
development and operations;1
social intelligence;1
system intelligence;1
technical systems;1
technology development;1
automatic annotation;1
clinical research;2
data simulation;1
logistic regression models;1
model comparison;1
validation;2
pendulums;1
inverted pendulum;1
pole and cart system;1
qualitative control;1
qualitative model;1
qualitative simulation;1
traditional learning;1
floors;1
design process;1
design variations;1
distributed ai;1
german research foundations;1
room configuration;1
semantic search;1
bottom up approach;2
working memory;1
color;1
membership degrees;1
swi prologs;1
guided electromagnetic wave propagation;1
piezoelectric devices;1
plate metal;1
thin walled structures;1
ultrasonic waves;1
damage diagnosis;1
lrp;2
maintenance policy;1
neural-network processing;1
safety of structures;1
shm;1
ultrasonic guided wave;1
hierarchical criteria;1
multi-criteria decision-making models;1
presentation method;1
building process;1
model trees;1
real-world task;1
tree method;1
reinforcement (psychology);2
compositional models;1
grey-box;1
part-based object classification;1
content;1
district heating networks;1
heat demand forecasting;1
heat demands;2
heating;2
activity chain;1
data decision;1
most relevant explanation;1
potential rewards;1
travel behaviour;1
trip duration;1
neural network models;4
deep convolutional neural network;2
interpretable dl;1
bayesian optimization;1
diabetes classification;1
pima indian diabetes;1
tabnet;1
“black-box” model;1
flow of fluids;1
gas industry;1
natural gas;2
baseline models;1
deliverability;1
depleted reservoirs;1
natural gas industry;1
support vector regressions;2
underground natural gas storages;1
fluid flow;1
gas storage;1
classification analysis;1
classification regression;1
global explanation;2
rule-based representations;1
climate models;2
building load;1
building load prediction;1
load predictions;1
long short-term memory network;1
memory network;2
the koppen and geig climate classification system;1
integral equations;2
choquet integral;1
exact methods;1
multi-criteria decision aiding;1
winter value;1
chlorophyll;1
water conservation;1
water management;1
continuous monitoring;2
ecosystem health;1
harmful algal blooms;1
integrated prediction models;1
social cost;1
generative model;4
model-agnostic;4
alzheimer’s disease;1
cognitive impairment;5
cognitive spectrum;1
mild cognitive impairment;4
reliability and stability;1
attention deficit hyperactivity disorder;1
cognitive defect;1
degenerative disease;1
gray matter;1
montreal cognitive assessment;1
neuropsychological test;1
positron emission tomography;3
psoriatic arthritis;1
rey auditory verbal learning test;1
telecommunication;1
alloys;1
epidemiology;1
auto segmentation;1
segmentation methods;1
life domain;1
application frameworks;1
explainable and interpretable artificial intelligence;1
hybrid ai;1
malicious behavior;1
malicious behavior in social network;1
news recommender systems;1
binary alloys;1
housing;1
public policy;2
retrofitting;1
uranium alloys;1
energy efficiency policies;1
energy performance certificate;1
policy implications;1
policy measures;1
sociodemographics;1
cbr;2
ebm;1
prisma;1
preferred reporting items for systematic reviews and meta-analyses;1
local interpretable modelagnostic explanation;1
tuberculosis;1
food supply;2
marine biology;1
distribution models;1
environmental change;2
environmental constraints;1
environmental variables;1
marine resources;1
seagrasses;1
species distribution modeling;1
seagrass;1
species diversity;1
china;1
dual-tasks;1
label-only;1
model extraction attack;1
task modelling;1
falsifiability;1
hyperspectral;1
image-based;2
infrared microscopy;1
tumor segmentation;1
u-net;1
microscopy;2
artificial agents;3
developmental robotics;1
implicit knowledge;1
post-hoc rule extraction;1
towers of hanoi;1
finite state machine;1
q learning;1
interaction;2
probability theory;1
diagnosis decision;1
explanable ai;1
bibliometric;1
citation;1
priority factors;1
sample sizes;1
scopus database;1
strategic approaches;1
bibliography;1
database;1
forecasting methods;1
power system operations;1
rnn;1
sequence learning;1
short term load forecasting;2
stlf;1
system balancing;1
timeserie;1
cell proliferation;2
infection segmentation;1
research studies;2
dna methylation;2
digital divide;1
expertise development;1
tailored explanation;1
ensemble approaches;1
ensemble-classifier;1
soft voting;1
potassium iodide;1
logistic models;1
adversarial sample;1
xai method;1
property market;1
interactive methods;1
interactive multiobjective optimization;1
multiple-criterion optimization;1
optimization method;1
solution process;1
fleet operations;1
fuel additives;1
explainable artificial intelligence metric;1
vehicle fleets;1
vehicle fuel consumption;1
vehicle fuels;1
accidents;1
automobiles;1
car crashes;1
injury severity;1
injury severity risk factor;1
safety improvement;1
traffic safety;1
variable neighborhood search;1
austenite;1
diffusion;1
as annealing;1
carbon analysis;1
carbon concentrations;1
carbon diffusivity;1
carbon diffusivity in austenite;1
feature analysis;1
important value;1
overall properties;1
complexity theory;2
human factor and human-in-the-loop;1
human-centered automation;1
particle measurement;1
reward function;1
linked data;2
collaborative filtering algorithms;1
collaborative filtering recommendations;2
linked open datum;1
multi-domains;1
node attribute;1
concretes;1
fires;1
fly ash;1
polypropylenes;1
silica fume;1
spalling;1
binder ratio;1
concrete;1
domain theory;1
fire tests;1
fire-induced spalling;1
human-artificial intelligence interaction;1
system functionality;1
system output;1
user-adaptive;1
user-adaptivity;1
explainable recommende system;3
explanation interpretation;2
health recommendation;2
non-expert user;1
bipolar argumentation;6
formal approach;1
partial order;1
speech;2
arousal detection;1
child who stutter;1
multi-modal fusion;1
multiple-instance learning;1
stuttering;1
meta-explanation;1
personnel;2
anxiety.;1
mental health;2
pearson correlation coefficients;1
university settings;1
reduced data;1
reduced representation;1
acute lymphoblastic leukemia;1
biomedicine;1
editorial;1
mcf-7 cell line;1
geochemistry;1
geology;1
geophysics;1
mineral exploration;1
mineralogy;1
geochemicals;1
gold mineralization;1
mineralization potential;1
modeling and mapping;1
potential mapping;1
shear zone;1
disease analytic;1
hospital readmission;3
stacking-based model;1
stackings;1
spectrographs;1
fault prognosis;1
lime analyse;1
remaining useful life predictions;1
spectrograms;1
vgg16;1
algorithmic trading system;1
graphical interface;1
quantitative trading;1
trading systems;1
waste heat;1
air-handling unit;2
lung sliding;1
lung ultrasound;1
pneumothorax;3
pocus;1
point of care;1
point-of care-ultrasound;1
analytical error;1
b scan;1
false positive result;2
image artifact;1
lung sliding artifact;1
university hospital;2
artifact;1
echography;1
lung;2
spider sex recognition;1
chemical detection;1
best fit;1
chemical process;1
fault corrections;1
fault detection/diagnosis;1
process safety;1
ai advice acceptance;1
ai explainability;1
confidence predictions;1
confidence score;1
epistemic uncertainties;3
field experiment;1
medical ai;1
prediction confidence;1
manipulationism;1
assessment method;1
disaster management;1
holistic approach;1
kentucky;1
kentucky river;1
bounded rationality;1
hand over;1
social law;1
symbolic artificial intelligence;1
artificial intelligence safety;1
deep learning explanation;1
prediction attribution;1
saliency mapping;1
fall detection;2
fog computing;2
cloud computing architectures;1
cloud infrastructures;1
health care application;3
human activity recognition;3
human activity recognition systems;1
intelligent decisions;1
ataxin 1;1
ataxin 3;1
cytosine;1
guanine;1
ataxia;1
dna extraction;1
gene interaction;1
onset age;1
intensive care;2
simplified acute physiology score;2
beverages;1
groundwater resources;1
hydrogeology;1
minerals;1
silica;1
statistical methods;2
bottled mineral waters;1
chemical compositions;1
formation mechanism;1
mineral water;3
mineralization process;1
natural minerals;1
supply waters;1
water samples;1
hydrochemistry;1
calcium ion;1
ground water;1
potassium ion;1
silicon dioxide;2
aquifer;1
spatial distribution;1
water chemistry;1
chemical composition;1
fluid intake;1
mineralization;1
ph;1
spain;2
water insecurity;1
water pollutant;1
groundwater;1
mineral waters;1
water pollutants, chemical;1
evidence documents;1
fact-checking;1
public opinions;1
textual entailment;1
action descriptions;1
agent robots;1
fluents;1
human modelling;1
planning agents;1
s models;1
tissue;1
digital pathologies;2
tissue classification;1
data size;1
global feature;1
direct impact;1
model-making;3
region-based segmentation;1
bidirectional encoder representation from transformer;1
local interpretable model—agnostic explanation;1
offensive languages;1
fibronectin;2
international normalized ratio;2
overall survival;1
patient risk;1
protein function;1
sepsis;3
fibronectins;1
biometric user identification;1
one-dimensional;1
user identification;1
biometric identification;1
muscle;1
symptom;1
absenteeism;2
ergonomics;2
longitudinal study;1
musculoskeletal disease;1
occupational hazard;1
occupational health;2
occupational safety;1
occupation;1
longitudinal studies;1
anchor-box;1
novel methodology;3
small object detection;1
small objects;1
hospital patient;1
inpatients;1
control loop;1
modality;1
vehicle drivers;1
albumin;1
alkaline phosphatase;1
amylase;1
bicarbonate;1
bilirubin;2
chloride;1
creatine kinase;1
creatine kinase mb;1
fibrinogen;1
glucose;1
lactic acid;1
blood cell count;1
charlson comorbidity index;1
disease severity assessment;1
glasgow coma scale;2
horowitz index;1
in-hospital mortality;2
length of stay;1
logistic organ dysfunction system score;1
measurement precision;1
oxford acute severity of illness score;1
partial thromboplastin time;2
prothrombin time;1
sequential organ failure assessment score;2
systolic blood pressure;1
urea nitrogen blood level;2
encoding (symbols);2
molecular biology;1
transcription;1
bidirectional encoder representation from transformer multilingual case;1
contextualized word embedding;1
promoter region;2
eos;1
ethics;1
geodesy;1
regulatory approach;1
3d convolutional neural network;1
atmospheric prediction;1
coastal fogs;1
permutation feature importance;1
physics-based;2
complexity;1
experimental study;2
physics;1
health risks;3
intensive care units;5
antimicrobial multidrug resistance;1
early prediction;2
linguistic fuzzy models;1
multidrug resistance;1
multidrug resistants;1
resistant bacteria;1
risks;1
risk threshold;1
software quality improvements;1
global optimization;1
acquisition function;1
gaussian process regression;1
gaussian processes;1
uncertainty reduction;1
multimodal machine learning;1
multimodal models;1
algorithmic recourse;2
capability approach;1
ethical standards;2
dialog for explanation;1
medical treatment;1
neuro symbolic;1
rules based systems;2
heuristic algorithms;1
cognitive bias;2
technical fields;1
xai.;1
algorithmic fairness;1
time dimension;1
track changes;1
user performance;1
brain images;1
shear flow;2
vortex flow;1
ensemble methods;2
fluid-dynamics;1
low-dimensional models;1
neural ensembles;1
streamwise vortices;1
turbulent transition;1
fluid dynamics;1
laminar flow;1
computation methods;1
search process;1
simulation platform;2
agent-based model;1
complex social systems;1
evolutionary models;1
macroscales;1
model discoveries;1
scale pattern;1
multi-tree;1
multiobjective modeling;1
quality modeling;1
automotive domains;1
bilingual text retrieval;1
bilingual texts;1
comprehensive information;1
static and contextual embedding;1
text retrieval;1
text retrieval system;1
interpretable boosting;1
interpretable ranking;1
lambdamart;1
ranking model;1
bias discovery;1
computational histopathology;1
concept attribution;1
intra-epidermal carcinoma;1
malignant melanoma;1
human resource management;3
bi-directional communication;1
collaborative robots;2
collaborative users;1
group performance;1
human-robot communication;1
robots working;1
social coordination;1
alignment;1
interpersonal communication;2
man machine interaction;1
communication;2
man-machine systems;1
birth weight;2
body mass;1
depression;2
endometriosis;1
fallopian tube;1
genetic analysis;1
genetic variation;1
hypertension;2
icd-10;1
iron deficiency anemia;1
menstruation;1
self report;1
urban planning;1
ndvi;1
predictive abilities;1
spatial epidemiology;1
black-box classifier;1
language processing;7
natural language model;1
economic damages;1
model-specific interpretation;1
random forest algorithm;2
attribution;2
locally interpretable model-agnostic explanation;1
model-agnostic tool;1
post-hoc analyse;1
external stakeholders;1
financial distress prediction;1
financial distress prediction model;1
fuzzy partition;1
high-activation;1
input space;2
memberships function;1
strong fuzzy partition;1
trapezoidal fuzzy sets;1
winner-take-all;1
gan;4
heuristic regularization;1
ascent;1
findable, accessible, interoperable, reusable;1
metadata standards;1
xai ontology;1
deep learning important feature;1
energy demand forecasting;1
explainable energy demand forecasting;1
forecasting system;1
human-centered explanation;2
assisted reproduction technology;1
assisted reproductive technologies;1
embryo cell cleavage stage;1
embryo cells;1
embryo morphology assessment;1
human embryo;1
image characteristics;1
reproduction technologies;1
blame;1
decision-making algorithms;1
designer;1
responsibility;1
user;2
theory model;1
user goals;1
empirical research;1
human like;2
intelligent applications;1
generalized additive mixed model;1
generalized additives;1
saliency;1
text;2
algorithm evaluation;1
iterative learning;1
model inputs;1
quantitative user study;1
doctoral symposium;1
research proposals;1
individual modeling;1
model debugging;1
data sample;1
local post-hoc explanation;1
matching models;1
matching problems;1
objective methods;1
performance gain;1
database community;1
management research;2
technical advances;2
information;1
minimum requirements;1
completion time;1
dialogue systems;1
web users;1
paratuberculosis;1
highway accidents;1
automated driving system;1
automated driving systems;1
driving experiences;1
human attention;1
patient rehabilitation;1
blood products;1
feature importance analyse;1
lightgbm;1
medical conditions;1
red blood cell transfusion;1
transfusion;1
hydrodynamics;1
lakes;1
surface properties;1
earth systems;1
great lakes;1
hydrodynamic modeling;1
lake surface temperature;1
models integration;1
average velocity;1
bulk average velocity;1
open channels;1
rigid vegetation;1
tree?based machine learning;1
ai and health;1
epistemic risk;1
ethical designs;1
in contexts;3
frequent sequential patterns;1
grouped frequent sequential pattern;1
image time-series;1
land cover classification;1
redescription mining;1
redescriptions;1
satellite image time series;1
satellite images;3
dementia screenings;1
precision care;1
dementia;2
messenger rna;1
data accuracy;1
electromagnetic simulation;1
photonic devices;1
shape optimization;1
adjoint optimizations;1
device performance;2
inverse designs;1
local minimums;1
photonics devices;1
behavior prediction;1
suicidal behavior;1
clinical tasks;1
dsml5: mainstream: data science output be well understand and (nearly) universally adopted;1
life-sciences;1
mainstream data;1
protein foldings;1
amygdala;1
cerebrospinal fluid;1
clinical dementia rating scale;1
experimental cognitive test;1
hippocampus;1
posterior cingulate;1
superior frontal gyrus;1
tadpole;1
training;1
wechsler memory scale;1
larva;2
active learning, vehicle detection;1
vehicles detection;1
biometric systems;1
presentation attack detection;2
security requirements;1
usability and security;1
usability requirements;1
face;1
ground truth data;1
linear classification;1
saliency method;1
suppressor variable;1
image perturbation;1
misleading explanation;1
robust machine learning;1
affordances;1
design insights;1
mobile ui;1
modeling analyzes;1
saliency analysis;1
vision model;1
complementary expertise;1
diverse domains;3
human-ai team;1
linguistic properties;1
online labs;1
gameplay;1
national basketball associations;1
basketball;1
feed forward neural network;1
theorem proving;1
logic puzzles;1
logic theory;1
logical puzzle;1
theorem provers;1
faithfulness metric;1
out-of-distribution;1
perturbation-based method;1
degrees of freedom (mechanics);1
dihedral angle;1
isomerization;1
isomers;1
ligands;1
multilayers;1
peptides;1
alanine dipeptides;1
collective variables;1
committor;1
complex molecular systems;1
non-linear regression;1
nonlinear functions;1
reaction coordinates;1
transition state;1
alanine;2
dipeptide;1
chemistry;1
isomerism;2
dipeptides;1
expectation;1
factual;1
data imputation;1
explanatory method;1
hydroclimatic;1
hydroclimatic application;1
nonlinearity;1
additive;1
hydrometeorology;1
automated segmentation;1
evolutionary approach;1
heat maps;4
multi-objectives genetic algorithms;1
parameters tuning;1
genetic algorithm;1
mathematical analysis;1
stochastic model;1
patient monitoring;1
design-process;2
in-depth interviews;1
patient monitoring systems;1
post treatment;1
preliminary design;1
prototype testing;1
testing sessions;1
algorithmic transparency;1
interactive visualizations;1
data-source;1
design development;1
design implementation;1
intelligibility;1
assessment process;1
direct measurement;1
measurement concepts;1
people ranks;1
analysis system;1
cloud classification;2
operation mechanism;1
point cloud segmentation;1
visual analysis;1
functional magnetic resonance imaging;1
correlation methods;1
electrodes;1
prosthetics;1
emg signal;1
emg signal decoding;1
gesture classifications;1
hand gesture;1
myo-controled prosthesis;1
prosthesis control;1
game design;1
guide learners;1
multi-stages;1
ui prototyping;1
usable explanation;1
local model approximation;1
transparent ml;1
activities of daily living;1
ambient assisted living;1
smart homes;3
additive models;1
short-cut connection;1
survival analysis;2
the cox model;1
the lasso method;1
bioinformatics;1
loss of function mutation;1
adversarial example;1
ai-safety;1
design quality;1
robotic vacuum cleaners;1
smart devices;2
smart lightings;1
tangible interaction;1
traditional products;1
user's preferences;2
active field;1
mechanical;1
model order reduction;1
order reduction techniques;1
universal model;1
needles;1
radiotherapy;1
xml;1
cox proportional hazard;1
